наибом	5	набобом	2	жахӏабго:senses[0].examples[2].ru:назначив наибом, Идриса оставили в своем ауле || наиб:senses[0].examples[0].ru:Хаджи Мурат был храбрым наибом войска имама Шамиля || наиб:senses[0].examples[1].ru:назначить наибом
кремнёвка	5	кремнёвый	2	жазаир:senses[0].text:кремнёвка || жазаир:senses[0].examples[0].ru:кремнёвка || мачӏу#2:senses[0].examples[0].ru:кремнёвое ружьё; кремнёвка
джамаата	5	диамата	2	данделъи:senses[1].examples[1].ru:сход аульского джамаата || дандечӏезе:senses[0].examples[1].ru:нельзя выступать против джамаата || исанаялдаса:senses[0].examples[1].ru:на сходе джамаата вынесли решение не употреблять спиртного на территории аула, начиная с нынешнего года
взайми	5	займи	1	базе:senses[28].text:посыпать, давать взайми || базе:senses[28].examples[0].ru:давать (посыпать) взайми мерку пшеницы || базе:senses[28].examples[1].ru:давать взайми банку муки
бугеб	5	бугель	2	панно:senses[1].text:накъиш-сурат тӏад гьабураб ва сверун рамка бугеб къоно || пансион:senses[0].text:пансион (1. квана-гьекъейги бугеб гьоркьохъеб цӏалул идара 2. общежитие || параллель:senses[0].text:параллель (1. киса-кибего бащадаб манзилалъ бугеб мухъ
беспокойствие	5	беспокойстве	1	кӏвар:senses[0].text:забота, беспокойствие о ком-чём-либо || тӏагӏам:senses[1].examples[7].ru:причинить беспокойствие || тӏагӏам:senses[2].examples[2].ru:беспокоить, причинить беспокойствие
безворсый	5	безворсовый	2	давагьин:senses[0].text:ковёр безворсый || давагьин:senses[0].examples[0].ru:(со)ткать безворсый ковёр || давагьин:senses[0].examples[1].ru:стелить безворсый ковёр
яркоголубой	4	ярко голубой	1	канчӏхъахӏил:senses[0].examples[0].ru:(с)делать яркоголубым, светлоголубым; (по)красить в яркоголубой, светлоголубой цвет || канчӏхъахӏиллъи:senses[1].text:яркоголубой, светлоголубой цвет || канчӏхъахӏиллъизабизе:senses[0].text:понудительная форма (с)делать яркоголубым, светлоголубым; (по)красить в яркоголубой, светлоголубой цвет
чирикание	4	чириканье	1	чӏир-чӏиди:senses[1].text:щебетание, чирикание || чӏирчӏири:senses[0].text:щебет, писк, чирикание || чӏирчӏири:senses[0].examples[0].ru:меня разбудило чирикание птиц
четырмя	4	четырьмя	1	ункъабго:senses[0].examples[6].ru:умереть, уйти из жизни, уснуть навеки; четырмя плитами накрыться || ункъабго:senses[0].examples[7].ru:негодовать, быть недовольным; не соглашаться; махнуть четырмя [конечностями] || ункъо:senses[0].examples[5].ru:предложение с четырмя словами
тутже	4	туже	1	буссаризе:senses[0].text:периодически, неоднократно возвращаться; часто ходить куда-либо к кому-либо и тутже возвращаться || гордо:senses[0].examples[8].ru:то, что вошло через окно, из окна же и выходит; то, что получено без труда, тутже уходит от человека || гӏадалъ:senses[0].examples[3].ru:он тутже отправился обратно, словно его ударили палкой по голове
тариката	4	фабриката	2	тӏарикъат:senses[0].examples[1].ru:устаз, наставник тариката || тӏарикъатчи:senses[0].text:последователь тариката || тӏарикъатчӏужу:senses[0].text:последовательница тариката
сычуг	4	сычу	1	бурукь#1:senses[0].comment:для её изготовления в сыворотку ложат на несколько дней сушёный сычуг недельного телёнка или ягнёнка и немного кураги || махьа:senses[0].text:сычуг || махьа:senses[0].examples[1].ru:как кошка, съевшая сычуг
спортлото	4	спорт лото	1	спортлото:senses[0].text:спортлото || спортлото:senses[0].examples[0].ru:билет спортлото || спортлото:senses[0].examples[1].ru:тираж спортлото
светлозелёным	4	светло зелёным	1	канчӏгӏурччин:senses[0].examples[0].ru:(с)делать яркозелёным, светлозелёным || канчӏгӏурччинлъизабизе:senses[0].text:понудительная форма (с)делать яркозелёным, светлозелёным; (по)красить в яркозелёный, светлозелёный цвет || канчӏгӏурччинлъизе:senses[0].text:становиться, стать яркозелёным, светлозелёным; принимать, принять яркозелёный, светлозелёный цвет
ньюхать	4	нюхать	1	сунтӏ:senses[0].examples[0].ru:(по)ньюхать ньюхательный табак || сунтӏизабизе:senses[0].text:заставлять, заставить кого-либо ньюхать что-либо; дать кому-либо понюхать что-либо || сунтӏизабизе:senses[0].examples[0].ru:дать ньюхать табак
нукер	4	нумер	1	нукар:senses[0].text:нукер || нукар:senses[0].examples[0].ru:нукер хана || хан:senses[0].examples[6].ru:нукер, телохранитель, воин хана
нагинаясь	4	нагибаясь	1	къулизе:senses[0].examples[1].ru:смотреть нагинаясь || къушизе:senses[0].examples[0].ru:бандит шёл, нагинаясь, чтобы его никто не видел, и добрался до берега речки || къуш-къушиялда:senses[0].text:нагинаясь, чтобы не заметили; спрятавшись; укрывшись от чужого глаза
музыцировать	4	музицировать	1	бакънагъине:senses[0].text:музыцировать || макънагъине:senses[0].text:музыцировать || музыка:senses[0].examples[1].ru:музыцировать
малошерстный	4	мало шерстный	1	гарцӏаб:senses[0].text:малошерстный || гарцӏаб:senses[0].examples[0].ru:малошерстный баран || гурцӏаб#2:senses[0].text:малошерстный
козеножка	4	козе ножка	1	хъалиян:senses[0].text:козеножка, самокрутка || хъалиян:senses[0].examples[0].ru:толстая козеножка || хъалиян:senses[0].examples[1].ru:тонкая козеножка
газыри	4	газики	2	гьодораб:senses[0].examples[5].ru:полые газыри || рорцалаби:senses[0].text:газыри || рорцалаби:senses[0].examples[0].ru:серебряные газыри
вакуфное	4	вакуумное	2	вакъпу:senses[0].text:вакуф (имущество, завещанное на богоугодное дело, благотворительные цели); вакуфное имущество || вакъпуялул:senses[1].examples[0].ru:вакуфное дерево || вакъпуялул:senses[1].examples[1].ru:вакуфное поле
Чупан	4	Жупан	1	аваданаб:senses[0].examples[3].ru:Чупан очень жизнерадостный человек || бичӏизе:senses[2].examples[7].ru:Чупан не разлучается с той девушкой || гьабудизе:senses[0].examples[2].ru:Чупан разбогател от того, что трудился
яркокрасным	3	ярко красным	1	канчӏбагӏар:senses[0].examples[0].ru:(с)делать яркокрасным, (по)красить в яркокрасный цвет || канчӏбагӏарлъизабизе:senses[0].text:понудительная форма (с)делать яркокрасным, (по)красить в яркокрасный цвет || канчӏбагӏарлъизе:senses[0].text:становиться, стать яркокрасным; принимать, принять яркокрасный цвет
яркозелёным	3	ярко зелёным	1	канчӏгӏурччин:senses[0].examples[0].ru:(с)делать яркозелёным, светлозелёным || канчӏгӏурччинлъизабизе:senses[0].text:понудительная форма (с)делать яркозелёным, светлозелёным; (по)красить в яркозелёный, светлозелёный цвет || канчӏгӏурччинлъизе:senses[0].text:становиться, стать яркозелёным, светлозелёным; принимать, принять яркозелёный, светлозелёный цвет
яркоголубым	3	ярко голубым	1	канчӏхъахӏил:senses[0].examples[0].ru:(с)делать яркоголубым, светлоголубым; (по)красить в яркоголубой, светлоголубой цвет || канчӏхъахӏиллъизабизе:senses[0].text:понудительная форма (с)делать яркоголубым, светлоголубым; (по)красить в яркоголубой, светлоголубой цвет || канчӏхъахӏиллъизе:senses[0].text:становиться, стать яркоголубым, светлоголубым; принимать, принять яркоголубой, светлоголубой цвет
щигат	3	мигать	2	ратӏал:senses[0].examples[0].ru:от ратля сметаны получишь щигат (1,2 кг) масла || ратӏал:senses[0].examples[1].ru:ратль ему не доступен, а на щигат он не согласен || щигат:senses[0].text:щигат
чтобь	3	чтоб	1	бетӏергьанчихвад:senses[0].text:то (та), кому желают, чтобы хозяин умер; чтобь твой хозяин умер || бетӏеркъотӏ:senses[0].text:тот (та), кому желают, чтобы голову отрубили; чтобь тебе голову отрубили; да отсекут тебе голову || гъоркьмес:senses[0].examples[0].ru:чтобь тебя в подземелье забрали
чихание	3	чиханий	1	ченхъезабизе:senses[0].text:вызывать, вызвать чихание || ченхъезабизе:senses[0].examples[0].ru:нюхательный табак вызывает чихание || ченхъей:senses[1].text:чихание
чабрецовый	3	багрецовый	2	ташкӏодул:senses[1].text:чабрецовый || ташкӏодул:senses[1].examples[0].ru:чабрецовый запах || ташкӏодул:senses[1].examples[1].ru:чабрецовый чай
хромец	3	хроме	1	ахъсахъ:senses[0].text:хромой человек, хромец || рекъаб:senses[0].examples[1].ru:хромой человек, хромец || рекъуч:senses[0].text:хромец
хасаб	3	басах	2	орган:senses[1].comment:хасаб газета, журнал || пергамент:senses[1].text:хасаб кагътил сорт || планетарий:senses[1].text:планетал хьвадулеб куц бихьизабизе бараб хасаб мина
сурьмить	3	сурьмило	2	кухӏлу:senses[0].examples[0].ru:сурьмить глаза || сурма:senses[0].examples[0].ru:сурьмить, наложить сурьму || сурма:senses[0].examples[1].ru:сурьмить брови
сумашедший	3	сумасшедший	1	гӏабдалхана:senses[0].text:сумашедший дом || гӏадалаб:senses[0].examples[0].ru:сумашедший || далухана:senses[0].text:дом для умалишённых, сумашедший дом
скирдовать	3	заскирдовать	2	бижагъ:senses[0].examples[0].ru:метать сено в стог, сметать стог сена; скирдовать сено || гӏари:senses[0].examples[0].ru:скирдовать, копнить, метать стог || хер:senses[1].examples[4].ru:скирдовать сено
светлосерым	3	светло серым	1	канчӏцӏахӏил:senses[0].examples[0].ru:(с)делать светлосерым; (по)красить в светлосерый цвет || канчӏцӏахӏиллъизабизе:senses[0].text:(с)делать светлосерым, (по)красить в светлосерый цвет || канчӏцӏахӏиллъизе:senses[0].text:становиться, стать светлосерым; принимать, принять светлосерый цвет
светлокоричневый	3	светло коричневый	1	канчӏсурмалъи:senses[1].text:светлокоричневый цвет || канчӏсурмалъизабизе:senses[0].text:(с)делать светлокоричневым, (по)красить в светлокоричневый цвет || канчӏсурмияб:senses[0].text:светлокоричневый
светлоголубым	3	светло голубым	1	канчӏхъахӏил:senses[0].examples[0].ru:(с)делать яркоголубым, светлоголубым; (по)красить в яркоголубой, светлоголубой цвет || канчӏхъахӏиллъизабизе:senses[0].text:понудительная форма (с)делать яркоголубым, светлоголубым; (по)красить в яркоголубой, светлоголубой цвет || канчӏхъахӏиллъизе:senses[0].text:становиться, стать яркоголубым, светлоголубым; принимать, принять яркоголубой, светлоголубой цвет
санитарияб	3	санитария	1	сантехника:senses[0].comment:санитарияб техника || санузел:senses[0].comment:санитарияб узел — ванная, туалет || санчасть:senses[0].comment:санитарияб часть
рыхлять	3	рыхлят	1	бухъизе:senses[1].text:(про)полоть, (раз)рыхлять || гьацлъизабизе:senses[0].text:(раз)рыхлять, разрыхлить || гьобогьине:senses[0].text:(раз)рыхлять, (раз)рыхлить что-либо
радиопрограмма	3	радио программа	1	радиопрограмма:senses[0].text:радиопрограмма || радиопрограмма:senses[0].examples[0].ru:радиопрограмма передач на аварском языке || радиопрограмма:senses[0].examples[1].ru:музыкальная радиопрограмма
рабадана	3	раба дана	1	кӏалбиччай:senses[2].comment:по истечение месяца рабадана || кӏалбиччазе:senses[1].comment:по истечение месяца рабадана || лайлатулкъадир:senses[0].comment:27 число месяца рабадана
пушинька	3	пушинка	1	хӏули#1:senses[0].text:пух, пушок, пушинька || хӏули#1:senses[0].examples[0].ru:пушистый, похожий на пух; мягкий, лёгкий как пушок, как пушинька || хӏули#1:senses[0].examples[2].ru:лёгкий как пушинька
педагогияб	3	педагогика	2	пединститут:senses[0].comment:педагогияб институт || педуниверситет:senses[0].comment:педагогияб университет || педучилище:senses[0].comment:педагогияб училище
пастьба	3	пасть	2	ирга:senses[1].text:поочередная пастьба, подворная очерёдность || кваназаби:senses[2].text:пастьба || кваназаби:senses[2].examples[0].ru:пастьба быков
пандурист	3	бандурист	1	пандрихъан:senses[0].text:пандурист || пандур:senses[0].examples[1].ru:пандурист || пандурчи:senses[0].text:пандурист
ноговицы	3	роговицы	1	дулагъал:senses[0].text:голенища, ноговицы, обмотки || зангалал:senses[0].text:голенища (типа краг); ноговицы || зангалмачуял:senses[0].text:ноговицы с чувяками
местнп	3	местный	2	бакӏалда:senses[1].text:вместо, за кого-чего-либо, взамен кого-чего-либо; местнп. послелог. || бетӏерлъиялда:senses[1].text:во главе; местнп. || духъ:senses[0].text:3 местнп. отчастица, в основном выражающаая вероятие, правдоподобность; обычно переводится.
малооплачиваемая	3	мало оплачиваемая	1	къунмухь:senses[0].examples[0].ru:малооплачиваемая работа || мухьдакъаб:senses[0].examples[0].ru:малооплачиваемая работа || ужра-мухь:senses[0].examples[0].ru:малооплачиваемая работа
клещни	3	клещи	1	гъуцӏдул:senses[1].text:клещни || гъуцӏдул:senses[1].examples[0].ru:клещни рака || рак#2:senses[0].examples[0].ru:клещни рака
искуственный	3	искусственный	1	бер#1:senses[0].examples[6].ru:искуственный глаз; протез глаза || искусственнияб:senses[0].text:искуственный || спутник:senses[0].examples[1].ru:искуственный спутник
инветарь	3	инвентарь	1	инветарь:senses[0].text:инветарь || инветарь:senses[0].examples[0].ru:заводской инветарь || спорталъул:senses[1].examples[1].ru:спортивный инветарь
зикр	3	икр	1	зикру:senses[0].text:зикр || зикру:senses[0].examples[0].ru:произнести зикр || зикру:senses[1].text:молитвенное собрание, где проводят зикр
дитё	3	дитя	1	гӏадан:senses[0].examples[17].ru:человек, сын человеческий; дитё Адама || дадал:senses[1].examples[1].ru:папино дитё, сыночек || кӏодол:senses[1].examples[3].ru:бабушкино любимое дитё
гяур	3	гур	1	гавур:senses[0].text:гяур, богоотступник, неверный || капир:senses[0].text:книжное безбожник, гяур || капурчи:senses[0].text:неверующий, безбожник; неверный, нечестивый, поганый, кафир, гяур, иноверец
грушёвый	3	грушевый	1	генул:senses[1].text:грушёвый || генул:senses[1].examples[0].ru:грушёвый сад || генул:senses[1].examples[1].ru:грушёвый мёд
вакуф	3	ВАКу	1	вакъпу:senses[0].text:вакуф (имущество, завещанное на богоугодное дело, благотворительные цели); вакуфное имущество || вакъпу:senses[0].examples[0].ru:выделить на вакуф || вакъпу:senses[0].examples[1].ru:отдать на вакуф
богатсво	3	богатство	1	бечелъи:senses[1].examples[0].ru:богатсво не оставляет человека в покое || буголъи:senses[1].text:имущество, состояние; достаток; достояние; богатсво; благосостояние || мискинлъи:senses[1].examples[0].ru:бедность — не позор, богатсво — не доблесть
айсорский	3	майорский	2	айсор:senses[0].text:айсорский || айсор:senses[0].examples[0].ru:айсорский язык || айсоразул:senses[1].text:айсорский
Шамиль	3	Ша миль	1	бижизе:senses[4].examples[2].ru:достопочтимый Шамиль четверть века возглавил борьбу за свободу родной земли || гьабизе:senses[9].examples[4].ru:великий имам Шамиль родился в 1797 году || лачен:senses[2].examples[0].ru:Шамиль из Гимрей — сокол бесстрашный
Тавус	3	Фавус	1	гӏодоб:senses[0].examples[21].ru:Тавус постлала ковёр на пол || рагъи:senses[0].examples[9].ru:Тавус поднялась по лестнице на веранду || тӏавус:senses[1].text:Тавус
Салман	3	Шалман	1	бугъизе:senses[0].examples[0].ru:Кунака имеешь, Салман, — отправляйся к нему, Кунака не имеешь, — устрою на ночлег || защитник:senses[0].examples[0].ru:в суде защитником был Салман || цебе:senses[5].examples[1].ru:Салман пришёл раньше всех
Курбан	3	Чурбан	1	жив:senses[0].examples[1].ru:Курбан спросил чабана, что не увидел ли он его кобылу || къватӏиб:senses[0].examples[36].ru:Геда выходит, а Курбан заходит || къурбан:senses[2].text:Курбан
Давуд	3	Давид	1	бегӏераб:senses[2].examples[2].ru:Давуд мальчик очень понятливый || дуризе:senses[0].examples[2].ru:Давуд прибавил скорость машины || санаторий:senses[0].examples[3].ru:Давуд приобрёл путёвку в санаторий
Асият	3	Засиять	2	аптека:senses[0].examples[1].ru:Асият работала в аптеке || къадахъан:senses[0].examples[2].ru:Асият принесла обед каменщикам || щуйилаб:senses[0].examples[1].ru:сегодня Асият получила пятёрку
яркокрасном	2	ярко красном	1	канчӏбагӏар:senses[0].text:в яркокрасном цвете || канчӏбагӏар:senses[0].examples[1].ru:виднеется в яркокрасном цвете
яркожёлтом	2	ярко жёлтом	1	кантӏогьил:senses[0].text:в яркожёлтом цвете || канчӏтӏогьил:senses[0].text:в яркожёлтом цвете
яловела	2	ялов ела	1	хӏорго:senses[0].examples[1].ru:корова в этом году яловела || хӏорлъизе:senses[0].examples[0].ru:кобыла яловела
этых	2	этих	1	зодиб:senses[0].examples[1].ru:да приобретёшь ты столько коз, сколько звезд на небе, и постигнет тебя столько бед, сколько волос на этых козах || кинабаб:senses[0].examples[0].ru:какая из этых картин тебе понравилась?
эмпирей	2	эмпирией	1	гӏарш:senses[1].text:эмпирей || гӏиллигун:senses[0].text:эмпирей
щитовник	2	щитов ник	1	цидуквачӏ:senses[0].text:папоротник, щитовник мужской; медвежья лапа || шори:senses[0].text:папоротник, щитовник мужской
щебнём	2	щебнем	1	чӏезе#1:senses[11].examples[1].ru:мостить дорогу щебнём || чӏимиххӏалаб:senses[0].text:с избитком мелкого щебня, изобилующий щебнём; щебнистый
щебетунья	2	щебетанья	1	чӏирчӏидиро:senses[1].text:щебетунья, чирикалка
шипенье	2	шипение	1	ващи:senses[0].text:шипенье || ващи:senses[0].examples[0].ru:шипенье пенистого вина
шаъбан	2	шарабан	2	шагӏбан:senses[0].text:шаъбан || шагӏбаналъ:senses[0].text:в месяце шаъбан
шариатский	2	арбатский	2	билълъанхъизе:senses[2].examples[0].ru:раньше в Дагестане бытовал шариатский суд || шаргӏияб:senses[0].text:шариатский
шаабан	2	шарабан	1	лъабмоцӏ:senses[0].comment:у мусульман: раджаб, шаабан и рамадан || лъабмоцӏил:senses[0].comment:месяцев раджаб, шаабан и рамадан
чохто	2	чох то	1	чухтӏу:senses[0].text:чохто, женский головной убор || чухтӏу:senses[0].examples[0].ru:одевать чохто
чауш	2	чаш	1	гӏел#2:senses[0].text:сельский глашатай, чауш; сельский исполнитель || росдал:senses[1].examples[2].ru:сельский глашатай, чауш
чародействовать	2	мародерствовать	2	гьабизе:senses[11].examples[12].ru:колдовать, чародействовать, ворожить || сихӏру:senses[2].examples[0].ru:колдовать, чародействовать, ворожить; организовать уловку; показывать, показать фокус
чагуре	2	чагу ре	1	чагур:senses[0].examples[1].ru:играть на чагуре || чагурчи:senses[0].text:мастер по игре на чагуре
чагур	2	чагу	1	чагур:senses[0].text:чагур, чонгур || чагур:senses[0].examples[0].ru:настраивать чагур
фонемный	2	фононный	2	фонема:senses[0].examples[0].ru:фонемный состав языка || фонемаялъул:senses[1].text:фонемный
фолькл	2	фольклор	2	лъезе:senses[5].examples[33].ru:фолькл. хан тут же помчался к дому телячьего пастуха || ярагъ:senses[0].examples[5].ru:фолькл. Оружие прицепив и на коня садясь
флюрографический	2	флюорографический	1	флюрографиялъул:senses[1].text:флюрографический || флюрографиялъул:senses[1].examples[0].ru:флюрографический снимок
ухъан	2	духан	2	речӏчӏухъанлъи:senses[0].text:от речӏчӏухъан || хӏалтӏухъанлъи:senses[0].text:от хӏалтӏухъан
утолстить	2	утолить	2	бицалъизабизе:senses[0].text:утолщать, утолстить; (с)делать что-либо толстим или толще; уплотнять, уплотнить, (с)делать что-либо плотным или плотнее || бицалъизабизе:senses[0].examples[0].ru:утолстить верёвку
утихомировать	2	утихомиривать	1	гӏодоцинабизе:senses[0].text:успокаивать, успокоить; утихомировать, утихомирить кого-либо; подавлять, подавить кого-что-либо || гӏодоцине:senses[0].text:успокаиваться, успокоиться; утихомировать, утихомирить; утихать, утихнуть
урбеча	2	щебеча	2	хьон#2:senses[0].examples[0].ru:произвести помол урбеча || хьотӏагьобо:senses[0].text:мельница для помола урбеча
унылии	2	унынии	1	къварид:senses[1].examples[0].ru:горевать, предаваться печали, горю, унылии, скорби; быть, находиться в печали, в горе, в унылии, в скорби || къварид:senses[1].examples[0].ru:горевать, предаваться печали, горю, унылии, скорби; быть, находиться в печали, в горе, в унылии, в скорби
уменшить	2	уменьшить	1	гьитӏинлъизабизе:senses[0].text:уменьшать, уменшить, преуменьшать, преуменьшить; убавлять, убавить; разукрупнять, разукрупнить что-либо || дагьлъизабизе:senses[0].text:уменьшать, уменшить что-либо чего-либо; убавлять, убавить что-либо чего-либо; (с)делать меньше; сокращать, сократить что-либо
тёмнокоричневого	2	тёмно коричневого	1	сурмияб:senses[0].text:коричневый, тёмнокоричневый; коричневого, тёмнокоричневого цвета || хьон#2:senses[0].comment:масло чёрного или тёмнокоричневого цвета, получаемое после помола на мельнице поджаренных зёрен льна или конопли, а также косточек абрикос; употребляется в пищу в основном в смеси с мёдом или с топлёным маслом
тухумом	2	тух умом	1	кьалаб:senses[0].examples[1].ru:враждующий с аулом со скалы упадёт, враждующего с тухумом река унесёт || росу:senses[0].examples[17].ru:враждовавший с селом со скалы упадёт, враждовавшего с тухумом река унесёт
тухумами	2	тух умами	1	ачу:senses[0].examples[0].ru:эти два тухума страшно ненавидят друг друга; между этими двумя тухумами большой гнев || багъизабизе:senses[0].examples[0].ru:(по)сеять раздор между двумя тухумами
трахтанье	2	барахтанье	2	кьвар-кьвари:senses[0].text:грохот, трескотня; трахтанье || кьвар-кьвари:senses[0].examples[0].ru:с неба раздалось трахтанье вертолёта
тиквы	2	тыквы	1	гӏарщ:senses[1].comment:например тиквы, огурцов и тому подобное || гӏарщ:senses[1].examples[0].ru:плети тиквы
телячим	2	телячьим	1	бачавехь:senses[0].examples[1].ru:лучше быть телячим пастухом, чем работать на тебя || бачавехьлъи:senses[0].examples[0].ru:работать телячим пастухом
талышский	2	латышский	2	талышазул:senses[1].text:талышский || талышазул:senses[1].examples[0].ru:талышский язык
талыши	2	талыми	1	талыш:senses[0].examples[0].ru:талыши || талышал:senses[0].text:талыши
супник	2	супчик	1	менча:senses[0].text:подставка-поднос под супник || хума:senses[0].text:супник, супница
сумашедшим	2	сумасшедшим	1	гӏадаллъизабизе:senses[0].text:сводить, свести с ума кого-либо; лишать, лишить рассудка кого-либо; (с)делать сумашедшим, умалишённым || гӏадаллъизе:senses[0].text:сходить, сойти с ума; становиться, стать сумашедшим, умалишённым
стихание	2	стирание	1	секьи:senses[1].text:стихание, утихание || секьи:senses[1].examples[0].ru:стихание боли
стеревятник	2	стервятник	1	балкан:senses[0].examples[1].ru:стеревятник, питающийся падалью
степняк	2	степной	2	авлахъ:senses[0].examples[1].ru:житель степи, степняк || авлахъ:senses[0].examples[2].ru:степняк
стажёрский	2	стайерский	2	стажёрлъиялъул:senses[1].text:стажёрский || стажёрлъиялъул:senses[1].examples[0].ru:стажёрский срок
спозараньку	2	спозаранку	1	мачӏикьго:senses[0].text:с утра пораньше; спозараньку || мачӏикьго:senses[0].examples[0].ru:зачем вы встали спозараньку?
сошник	2	сонник	1	къоб#1:senses[0].text:лемех, сошник || пурцимахх:senses[0].text:сошник, лемех
слепневый	2	селезневый	2	никӏкӏил:senses[1].text:слепневый || никӏкӏил:senses[1].examples[0].ru:слепневый месяц
